description,country,variety
Sawdust and wild-berry aromas are loud on the nose. Flabby in feel with a slight sense of rawness this tastes of briar patch and wood with candied plum and berry fruit. Rubbery tannins make for a rocky finish.,Chile,Cabernet Sauvignon
This is black in color and on the nose it's jammy and intense with slightly reduced blueberry and exotic cumin scents. The palate offers a smooth texture depth and balance alongside toasty blackened flavors of berry cassis and pepper. A chocolaty lightly toasted finish is a fine ending to this lively tasty Malbec.,Chile,Malbec
On the nose this Cabernet-led blend deals telltale Chilean aromas of herbs pepper spice berry tomato and forest floor. Derivative of a cool year the palate feels tight with snapping acidity. Hard-hitting acid-driven flavors of spiced berry and black currant finish dark toasty and oaky but pulling. Drink through 2025.,Chile,Cabernet Blend
One of the best values in Chilean wine is Quatro a lusty blend of Cabernet Sauvignon Malbec Carmenère and Syrah. The nose is deep and roasted with aromas of bacon vanilla pastry and black fruit. Lush and full in the mouth with intense blackberry and cassis flavors. A titan at a great price and ageable over the short term. Drink now through 2013.,Chile,Red Blend
Solid crisp and consistent with the previous vintage. Undurraga's T.H. from Leyda is a Sauvignon Blanc made in the oceanic cool-climate style. It's stripped of all fat and weight; instead it hits with tangerine orange and a bit of green. A nice example of a streamlined fit white wine.,Chile,Sauvignon Blanc
Spicy aromas of eucalyptus juniper asphalt toasty oak and berry fruits are textbook for the Maipo Valley. This is tight and focused on the palate but a bit rough. Rooty spice chocolaty oak and herbal berry flavors finish full and with tannic scratch. Drink this well-executed Cab through 2021.,Chile,Cabernet Sauvignon
Gritty oaky aromas of black cherry and herbs come with a heavy covering of forced fake-smelling oak. This is blocky and chunky on the palate with flavors of mint plum and herbal berry fruits. Raisin green-herb and spicecake flavors control the finish.,Chile,Carmenère
Stalky aromas of creamed corn hide notions of fruit on the nose. Flavors of peach and melon are leesy and oaky while the finish tastes yeasty.,Chile,Chardonnay
Herbal cherry and cassis aromas feature a note of tobacco. This comes across short on stuffing and structure while generic berry flavors are bolstered by high acidity that creates tartness. A wiry finish is raw in feel.,Chile,Cabernet Sauvignon
Volatile aromas include pie cherry and red plum. In the mouth this is choppy and aggressive. Herbal red-fruit flavors are woody but also green while an herbal oak-driven finish is brisk and edgy.,Chile,Merlot
A neutral nose offers mild notes of minerally rich vitamin but almost no discernible fruit. Lightly oaked pear flavors are distant and turn bitter in front of a finish that stands still.,Chile,Chardonnay
Cherry and cassis aromas are generic. This feels raw and choppy with sharp tartartic acidity. Limited herbal flavors of mint and red fruits end in abrasive style.,Chile,Cabernet Sauvignon
This smells both dry and oily with apple and melon notes. The palate is round and healthy in feel while flavors of honeyed apple and white peach turn more briny and pyrazinic as this breathes and finishes.,Chile,Chardonnay
A wide-based nose blends saucy spicy notes with louder riper aromas of blackberry and black currant. The palate feels jammy chunky rubbery and tannic while blackberry flavors are earthy spicy and herbal prior to finishing minty charred and tannic. Drink through 2020.,Chile,Cabernet Sauvignon
Dark smoky aromas of freshly laid pavement come with leathery berry scents along with wood and eucalyptus notes. Bright to the point of being aggressive on the palate this shows spicy peppery flavors of red-berry fruits and oak. A woody resiny finish is potent like the rest of this Cabernet. Drink through 2020.,Chile,Cabernet Sauvignon
After hard-edged herbal aromas mellow spicy earthy notes of blackberry rise up. This feels full and big-boned with baked toasty black-cherry flavors that are so fully oaked that the finish turns bitter with a bit of mocha.,Chile,Carmenère
Big jumbled and foxy with forced berry aromas. Feels full and bulky with roasted herbal flavors that suggest cherry and cassis. Mildly astringent and chalky feeling on the finish.,Chile,Cabernet Sauvignon
Firm cherry and plum aromas filter into a bright elegant lifted palate with freshening acidity and body to match. Juicy lightly spiced core flavors of plum and red currant are draped with a fine oak flavor and the finish is light dry focused and shows modest residual barrel notes.,Chile,Pinot Noir
Initial aromas of lactic oak and sawdust show on the nose although with time this wine shows more appealing scents of smoky spice and black fruits. Woody and round in feel this soft Carmenère offers char hickory and blackberry flavors in front of a plump finish. Drink now.,Chile,Carmenère
Tomato and earthy soupy notes run alongside blackberry and plum aromas on this mostly fruity ripe wine. A solid grip and staunch tannins make for a firm mouthfeel while rubbery earthy flavors of blackberry and herbs finish lightly bitter and dark.,Chile,Syrah
This has a powdery nose and melony tropical fruit aromas. The mouthfeel is pleasant and round with vital acidity. Flavors of baked apple buttercup and briny apricot finish smooth with a pinch of salt.,Chile,Viognier
Blackberry spice horseradish and oak aromas filter onto a tight raw feeling palate. This tastes oaky and lemony up front with berry flavors forming a solid base. Plum blueberry and herbal flavors drive a tangy juicy high-acid finish. A blend of 85% Cabernet Sauvignon and  15% Cabernet Franc.,Chile,Cabernet Sauvignon-Cabernet Franc
A woody jammy nose is lush and borders on raisiny. Stout saturated and thick on the palate this Cabernet blend from Curicó deals a broad swipe of giant blackberry cassis and raisin flavors. A chunky finish with rubbery tannins is tasty and lush but a bit over the top.,Chile,Red Blend
On the nose this Cabernet-led blend deals telltale Chilean aromas of herbs pepper spice berry tomato and forest floor. Derivative of a cool year the palate feels tight with snapping acidity. Hard-hitting acid-driven flavors of spiced berry and black currant finish dark toasty and oaky but pulling. Drink through 2025.,Chile,Cabernet Blend
Cherry raspberry and cocoa aromas set up a full-bodied palate with juicy acidity and all sorts of red-berry flavor that's both bright and medicinal in character. It falls on the ripe and ready side with bold fruit and a peppery spicy finish.,Chile,Pinot Noir
Aromas of olive mushroom and berry fruits are lightly herbal. This Cabernet feels scratchy abrupt and edgy while herbal raspberry and plum flavors finish solid and with a slight note of pickle.,Chile,Cabernet Sauvignon
Earthy gamy aromas are intense and suggest meaty berry fruits and animal hide. In the mouth this mystery red blend feels jammy but soft at its core. Baked black-fruit and chocolate flavors finish with a chewy texture and notes of fudge and cassis. For the price this is a generous wine that overdelivers; drink through 2019.,Chile,Red Blend
Warm earthy and stewed smelling but then sharp and tangy and acidic in the mouth. Red fruits are dominant but there's a persistent scour to the wine that doesn't allow it to get to the next level of quality or ripeness.,Chile,Merlot
Quite charred and hard which is something I can't remember in tasting VM's wines for the past decade. It's also plummy and thick with a flat palate that doesn't register on the mouthfeel meter. Flavors of black fruits are lemony from the oak and generic while the finish is round and basic.,Chile,Malbec
Odd and unfamiliar like most wines from Indomita. The nose is off the grid and grainy while the palate is flat heavy and tastes of herbal sweet vegetal berry fruits. Candied on the finish and unconvincing.,Chile,Cabernet Sauvignon
Murky and soupy at worst and “earthy” at best this soft beefy Carmenère is loaded down with green herbal flavors that can't be saved by touches of mocha and coffee. The finish is downright green and overall the fruit is weak.,Chile,Carmenère
